event,url,date,title,sentence,Deaths,Injury,Location,Date,Time
assault,https://ktla.com/news/local-news/2-men-injured-during-santa-ana-high-rise-robbery-shooting-arrested/,2020-09-03,2 men injured during Santa Ana high-rise robbery and shooting are arrested,Officers then went up to an apartment on the 15th floor and found a 29-year-old man with a graze wound to the head and other blunt force trauma injuries.,0,1,0,0,0
assault,https://ktla.com/news/local-news/2-men-injured-during-santa-ana-high-rise-robbery-shooting-arrested/,2020-09-03,2 men injured during Santa Ana high-rise robbery and shooting are arrested,"One of the men wounded in the high-rise shooting and was later arrested is shown in a photo provided to KTLA on Sept. 2, 2020.",0,1,0,1,0
assault,https://ktla.com/news/local-news/2-men-injured-during-santa-ana-high-rise-robbery-shooting-arrested/,2020-09-03,2 men injured during Santa Ana high-rise robbery and shooting are arrested,"Police respond to a shooting in Santa Ana on Sept. 2, 2020.",0,0,1,1,0
assault,https://ktla.com/news/local-news/2-men-injured-during-santa-ana-high-rise-robbery-shooting-arrested/,2020-09-03,2 men injured during Santa Ana high-rise robbery and shooting are arrested,"The incident was reported about 3:15 p.m. Wednesday at the Essex Skyline Towers, located at 15 MacArthur Place, Santa Ana police said in a news release.",0,0,1,1,1
assault,https://ktla.com/news/local-news/2-men-injured-during-santa-ana-high-rise-robbery-shooting-arrested/,2020-09-03,2 men injured during Santa Ana high-rise robbery and shooting are arrested,"Two of three men injured in a shooting at a high-rise apartment in Santa Ana on Wednesday have been arrested for allegedly trying to rob a resident during a drug deal, police said.",0,1,1,1,0
assault,https://www.lohud.com/story/news/crime/2020/09/03/mount-vernon-shooting-south-seventh-ave/5700794002/,2020-09-03,2 men shot in Mount Vernon on Tuesday: Police ask for help in investigation,"Following reports of shots fired in the area, officers found two men with gunshot wounds inside the apartment building on South 7th Avenue at around 9:30 p.m., city spokesperson Daniel Terry said.",0,1,1,0,1
assault,https://www.lohud.com/story/news/crime/2020/09/03/mount-vernon-shooting-south-seventh-ave/5700794002/,2020-09-03,2 men shot in Mount Vernon on Tuesday: Police ask for help in investigation,"One of the victims, a man from New City, was treated and released.",0,1,1,0,0
assault,https://www.lohud.com/story/news/crime/2020/09/03/mount-vernon-shooting-south-seventh-ave/5700794002/,2020-09-03,2 men shot in Mount Vernon on Tuesday: Police ask for help in investigation,"The second victim, who is from Mount Vernon, was most recently listed as being in stable condition, Terry said.",0,1,1,0,0
assault,https://www.lohud.com/story/news/crime/2020/09/03/mount-vernon-shooting-south-seventh-ave/5700794002/,2020-09-03,2 men shot in Mount Vernon on Tuesday: Police ask for help in investigation,Two men were hospitalized following a shooting that took place in front of 157 South 7th Ave. in Mount Vernon on Tuesday.,0,1,1,1,0
assault,https://www.sbsun.com/2020/09/03/police-2-killed-in-shooting-at-cemetery-in-banning/,2020-09-03,"2 shot dead at Banning cemetery, police confirm","Investigators say they believe William Aremndariz, 23, opened fire at San Gorgonio Memorial Park, at 2201 San Gorgonio Ave., Banning Cpl. Robert Jauregui said.",0,0,1,0,0
assault,https://www.sbsun.com/2020/09/03/police-2-killed-in-shooting-at-cemetery-in-banning/,2020-09-03,"2 shot dead at Banning cemetery, police confirm","Police have confirmed that a shooting at a cemetery in Banning left two people dead on Sunday, Aug., 30, and released the identity of a fourth person sought in connection with the homicides.",1,0,1,1,0
assault,https://www.vvng.com/2-year-old-girl-severely-injured-phelan-mother-arrested/,2020-09-03,"2-year-old girl severely injured, Phelan mother arrested","Detectives investigating learned the victim was in the care of her biological mother, Maria Mendoza-Aguilar, at the residence in the 9800 block of Beekley Road in Phelan and caused the injuries to the victim.",0,1,1,0,0
assault,https://www.vvng.com/2-year-old-girl-severely-injured-phelan-mother-arrested/,2020-09-03,"2-year-old girl severely injured, Phelan mother arrested","On Sunday, August 23, 2020, detectives from the San Bernardino County Sheriff’s Department Specialized Investigations Division, Crimes Against Children (CAC) Detail were notified of a two-year-old victim who was admitted to Loma Linda University Medical Center (LLUMC) with severe injuries.",0,1,1,1,0
assault,https://www.vvng.com/2-year-old-girl-severely-injured-phelan-mother-arrested/,2020-09-03,"2-year-old girl severely injured, Phelan mother arrested","Police arrested the mother of a two-year-old girl after the child was admitted to a Pediatric Intensive Care Unit with severe injuries, officials said.",0,1,0,0,0
assault,https://www.pennlive.com/crime/2020/09/3-charged-in-shooting-killing-of-1-year-old-pa-boy.html,2020-09-03,"3 charged in shooting, killing of 1-year-old Pa. boy",3 suspects in a shootout last month that unleashed the bullet that killed 1-year-old Zykier Young have been arrested and charged in his homicide.,1,0,0,1,0
assault,https://www.pennlive.com/crime/2020/09/3-charged-in-shooting-killing-of-1-year-old-pa-boy.html,2020-09-03,"3 charged in shooting, killing of 1-year-old Pa. boy","A bullet from the shootout shattered a window and traveled through two walls, ultimately striking 1-year-old Zykier Young in the head while he was sleeping.",0,1,0,0,0
assault,https://www.pennlive.com/crime/2020/09/3-charged-in-shooting-killing-of-1-year-old-pa-boy.html,2020-09-03,"3 charged in shooting, killing of 1-year-old Pa. boy",All are all facing criminal homicide charges in the boy’s death.,1,0,0,0,0
assault,https://www.pennlive.com/crime/2020/09/3-charged-in-shooting-killing-of-1-year-old-pa-boy.html,2020-09-03,"3 charged in shooting, killing of 1-year-old Pa. boy",The three suspects are accused of being involved in an Aug. 24 shootout involving multiple rounds of ammo outside of the Three Rivers Manor Apartment Complex in Pittsburgh’s Spring Hill section.,0,0,1,1,0
assault,https://www.pennlive.com/crime/2020/09/3-charged-in-shooting-killing-of-1-year-old-pa-boy.html,2020-09-03,"3 charged in shooting, killing of 1-year-old Pa. boy",Zykier died soon after at a local hospital.,1,0,0,0,0
assault,https://www.wbtw.com/crime/pee-dee-crime/3-charged-with-attempted-murder-in-connection-with-florence-county-shooting/,2020-09-03,3 charged with attempted murder in connection with Florence County shooting,"One person sustained minor injuries, deputies said.",0,1,0,0,0
assault,https://www.wbtw.com/crime/pee-dee-crime/3-charged-with-attempted-murder-in-connection-with-florence-county-shooting/,2020-09-03,3 charged with attempted murder in connection with Florence County shooting,"The shooting happened around Aug. 18 on Azelea Street in Johnsonville, according to deputies.",0,0,1,1,0
assault,https://www.wbtw.com/crime/pee-dee-crime/3-charged-with-attempted-murder-in-connection-with-florence-county-shooting/,2020-09-03,3 charged with attempted murder in connection with Florence County shooting,"Three people were charged in connection with a shooting in Johnsonville in August, according to the Florence County Sheriff’s Office.",0,0,1,1,0
assault,https://www.lehighvalleylive.com/allentown/2020/09/3-men-charged-after-2-shootings-that-left-1-person-wounded-cops-say.html,2020-09-03,"3 men charged after 2 shootings that left 1 person wounded, cops say","A little before 4:30 a.m. Sunday, a 21-year-old Allentown man with a gunshot wound arrived at a local hospital, police said.",0,1,1,1,1
assault,https://www.lehighvalleylive.com/allentown/2020/09/3-men-charged-after-2-shootings-that-left-1-person-wounded-cops-say.html,2020-09-03,"3 men charged after 2 shootings that left 1 person wounded, cops say","More than an hour later, police were called for shots fired near Nagle and West Liberty streets and found evidence of gunfire, according to a news release.",0,0,1,0,0
assault,https://www.lehighvalleylive.com/allentown/2020/09/3-men-charged-after-2-shootings-that-left-1-person-wounded-cops-say.html,2020-09-03,"3 men charged after 2 shootings that left 1 person wounded, cops say","Officers learned the man was shot in the 1100 block of West Hamilton Street in the city, but did not say when the shooting occurred.",0,1,1,0,0
assault,https://www.lehighvalleylive.com/allentown/2020/09/3-men-charged-after-2-shootings-that-left-1-person-wounded-cops-say.html,2020-09-03,"3 men charged after 2 shootings that left 1 person wounded, cops say",The shootings follow a shooting Friday afternoon in which two 54-year-old men were wounded in the 300 block of Whitehall Street in the city.,0,1,1,1,1
assault,https://www.lehighvalleylive.com/allentown/2020/09/3-men-charged-after-2-shootings-that-left-1-person-wounded-cops-say.html,2020-09-03,"3 men charged after 2 shootings that left 1 person wounded, cops say","Two shootings over the weekend in Allentown left a man injured and led to the arrests of three men from Lancaster, city police said.",0,1,1,1,0
earthquake,https://www.eaglenews.ph/3-5-magnitude-quake-strikes-off-negros-occidental/,2020-09-03,3.5-magnitude quake strikes off Negros Occidental,"A 3.5-magnitude earthquake struck off Negros Occidental early Friday, Sept. 4.",0,0,1,1,0
earthquake,https://www.eaglenews.ph/3-5-magnitude-quake-strikes-off-negros-occidental/,2020-09-03,3.5-magnitude quake strikes off Negros Occidental,"The Philippine Institute of Volcanology and Seismology said the quake, which struck at 3:16 a.m., had its epicenter 22 kilometers northwest of Sipalay City.",0,0,1,0,1
earthquake,https://www.wjhg.com/2020/09/03/38-magnitude-earthquake-confirmed-near-northwest-florida/,2020-09-03,3.8 magnitude earthquake confirmed near Northwest Florida,According to the USGS website the earthquake happened at 10:07 a.m. central time.,0,0,0,0,1
earthquake,https://www.wjhg.com/2020/09/03/38-magnitude-earthquake-confirmed-near-northwest-florida/,2020-09-03,3.8 magnitude earthquake confirmed near Northwest Florida,"The USGS confirmed a 3.8 magnitude earthquake occurred just north of Santa Rosa County in Pollard, Alabama Thursday morning.",0,0,1,1,1
assault,https://www.dallasnews.com/news/crime/2020/09/03/32-year-old-man-charged-with-murder-in-shooting-death-of-his-sister-in-old-east-dallas-police-say/,2020-09-03,"32-year-old man charged with murder in shooting death of his sister in Old East Dallas, police say","A 32-year-old man was arrested and charged with murder Thursday in connection with the shooting death of his sister, Dallas police say.",1,0,1,1,0
assault,https://www.dallasnews.com/news/crime/2020/09/03/32-year-old-man-charged-with-murder-in-shooting-death-of-his-sister-in-old-east-dallas-police-say/,2020-09-03,"32-year-old man charged with murder in shooting death of his sister in Old East Dallas, police say","Police say Heriberto Luna fatally shot Rosario Maria Luna, 44, around 12:30 p.m. Wednesday in the 5200 block of Parry Avenue, near South Munger Boulevard and Lindsley Avenue.",1,0,1,1,1
assault,https://www.dallasnews.com/news/crime/2020/09/03/32-year-old-man-charged-with-murder-in-shooting-death-of-his-sister-in-old-east-dallas-police-say/,2020-09-03,"32-year-old man charged with murder in shooting death of his sister in Old East Dallas, police say","She was taken privately to a hospital, where she died.",1,0,0,0,0
earthquake,https://www.firstcoastnews.com/article/news/regional/florida/rare-40-magnitude-earthquake-reported-in-florida-panhandle/77-94e68a5e-1196-4239-b1fc-4beaaaf02004,2020-09-03,4.0 earthquake shakes Florida Panhandle,"A 4.0 magnitude earthquake was reported in the Florida panhandle Thursday morning, according to the U.S. Geological Survey.",0,0,1,1,1
earthquake,https://www.firstcoastnews.com/article/news/regional/florida/rare-40-magnitude-earthquake-reported-in-florida-panhandle/77-94e68a5e-1196-4239-b1fc-4beaaaf02004,2020-09-03,4.0 earthquake shakes Florida Panhandle,It happened at 11:07 a.m. Eastern Daylight Time.,0,0,0,0,1
earthquake,https://www.firstcoastnews.com/article/news/regional/florida/rare-40-magnitude-earthquake-reported-in-florida-panhandle/77-94e68a5e-1196-4239-b1fc-4beaaaf02004,2020-09-03,4.0 earthquake shakes Florida Panhandle,The USGS says the earthquake was centered 3 km northwest of Mount Carmel at a depth of 10 km. ,0,0,1,0,0
assault,https://www.wkrn.com/news/local-news/59-year-old-man-killed-in-murfreesboro-crash/,2020-09-03,59-year-old man killed in Murfreesboro crash,A 59-year-old man died Wednesday night when his pickup truck hit a tree in Murfreesboro.,1,0,1,1,1
assault,https://www.wkrn.com/news/local-news/59-year-old-man-killed-in-murfreesboro-crash/,2020-09-03,59-year-old man killed in Murfreesboro crash,"He was pronounced dead on the scene, according to investigators.",1,0,0,0,0
assault,https://www.wkrn.com/news/local-news/59-year-old-man-killed-in-murfreesboro-crash/,2020-09-03,59-year-old man killed in Murfreesboro crash,"Murfreesboro Police reported Ricky Allen Thomas, of Murfreesboro, was traveling south when he left the roadway and struck a tree.",0,1,1,0,0
assault,https://www.wkrn.com/news/local-news/59-year-old-man-killed-in-murfreesboro-crash/,2020-09-03,59-year-old man killed in Murfreesboro crash,The crash happened on North Rutherford Boulevard just before 10 p.m.,0,0,1,0,1
assault,https://www.1011now.com/2020/09/03/60-year-old-man-facing-assault-charges-after-shooting-in-southwest-lincoln/,2020-09-03,60-year-old man facing assault charges after shooting in southwest Lincoln,A 60-year old man is facing charges after police said he was responsible for a shooting in southwest Lincoln Wednesday.,0,0,1,1,0
assault,https://www.1011now.com/2020/09/03/60-year-old-man-facing-assault-charges-after-shooting-in-southwest-lincoln/,2020-09-03,60-year-old man facing assault charges after shooting in southwest Lincoln,LPD said during this incident the 26-year-old displayed a gun and was then shot by Anderson.,0,1,0,0,0
assault,https://www.1011now.com/2020/09/03/60-year-old-man-facing-assault-charges-after-shooting-in-southwest-lincoln/,2020-09-03,60-year-old man facing assault charges after shooting in southwest Lincoln,LPD said he was treated for non-life threatening injuries at the hospital.,0,1,0,0,0
assault,https://www.1011now.com/2020/09/03/60-year-old-man-facing-assault-charges-after-shooting-in-southwest-lincoln/,2020-09-03,60-year-old man facing assault charges after shooting in southwest Lincoln,Responding officers spoke with a 26-year-old man who had gunshot wounds in his arm and leg.,0,1,0,0,0
assault,https://www.1011now.com/2020/09/03/60-year-old-man-facing-assault-charges-after-shooting-in-southwest-lincoln/,2020-09-03,60-year-old man facing assault charges after shooting in southwest Lincoln,"Soon after, LPD officers said they were dispatched to the home where the shooting happened on W Welter Drive, which is just Southwest of Highway 77 and Van Dorn Street.",0,0,1,0,0
assault,https://www.1011now.com/2020/09/03/60-year-old-man-facing-assault-charges-after-shooting-in-southwest-lincoln/,2020-09-03,60-year-old man facing assault charges after shooting in southwest Lincoln,The arrest stems from an incident on Wednesday afternoon where officers with the Lincoln Police Department responded to Bryan West Hospital after staff called 911 saying a man had shown up with gunshot wounds.,0,1,1,1,1
assault,https://www.siasat.com/8-killed-in-mexico-vigil-shooting-1964228/,2020-09-03,8 killed in Mexico vigil shooting,"Four of the victims died on the spot, and the others on the way to the hospital or while receiving treatment.",1,0,0,0,0
assault,https://www.siasat.com/8-killed-in-mexico-vigil-shooting-1964228/,2020-09-03,8 killed in Mexico vigil shooting,"Eight people were killed and 14 others injured after assailants opened fire on mourners attending a vigil in Mexico’s Cuernavaca city, a popular weekend getaway, officials said.",1,1,1,0,0
assault,https://www.siasat.com/8-killed-in-mexico-vigil-shooting-1964228/,2020-09-03,8 killed in Mexico vigil shooting,"The Attorney General’s Office of Morelos state and police said in a statement on Wednesday that two teenagers, aged 15 and 16, were among the victims of the attack, which occurred at 10.40 p.m. on Tuesday.",0,1,1,1,1
assault,https://www.siasat.com/8-killed-in-mexico-vigil-shooting-1964228/,2020-09-03,8 killed in Mexico vigil shooting,"The injured included three women and two minors, the statement said.",0,1,0,0,0
assault,https://www.siasat.com/8-killed-in-mexico-vigil-shooting-1964228/,2020-09-03,8 killed in Mexico vigil shooting,"Witnesses said the attackers arrived in vehicles at a private residence in the city’s Antonio Barona neighbourhood, and fired on the people who were walking alongside the body of a young man who had died in a motorcycle accident, reports Xinhua news agency.",1,0,1,0,0
road accident,https://www.rochesterfirst.com/news/9-year-old-11-year-old-killed-in-thruway-accident-on-seneca-county/,2020-09-03,"9-year-old, 11-year-old killed in 4-vehicle crash on Thruway in Seneca County","On Thursday around 10:30 a.m., a pickup truck failed to slow down for traffic in the westbound lanes of the Thruway.",0,0,1,1,1
road accident,https://www.rochesterfirst.com/news/9-year-old-11-year-old-killed-in-thruway-accident-on-seneca-county/,2020-09-03,"9-year-old, 11-year-old killed in 4-vehicle crash on Thruway in Seneca County",The driver and front-seat passenger of the minivan were airlifted to a hospital with serious injuries.,0,1,0,0,0
road accident,https://www.rochesterfirst.com/news/9-year-old-11-year-old-killed-in-thruway-accident-on-seneca-county/,2020-09-03,"9-year-old, 11-year-old killed in 4-vehicle crash on Thruway in Seneca County",Two children are dead after a four-vehicle crash on the Thruway in Seneca County Thursday morning.,1,0,1,1,1
road accident,https://www.rochesterfirst.com/news/9-year-old-11-year-old-killed-in-thruway-accident-on-seneca-county/,2020-09-03,"9-year-old, 11-year-old killed in 4-vehicle crash on Thruway in Seneca County","Two children in the back seat of the minivan, ages 9 and 11, were killed.",1,0,0,0,0
assault,https://www.abc10.com/article/news/crime/sacramento-man-killed-in-standoff-with-police-identified/103-205bf334-c432-4cb5-ae18-2e5755d73543,2020-09-03,"Albert Wheeler, who shot at police in August, killed in standoff",A man wanted on suspicion of firing at a Sacramento police sergeant nearly a month ago has been shot and killed during a standoff with officers.,1,0,1,0,0
assault,https://www.abc10.com/article/news/crime/sacramento-man-killed-in-standoff-with-police-identified/103-205bf334-c432-4cb5-ae18-2e5755d73543,2020-09-03,"Albert Wheeler, who shot at police in August, killed in standoff","Police had been looking for him after he fired several shots at a police sergeant on Aug. 4, 2020, and fled in a pickup truck. ",0,0,0,1,0
road accident,https://www.10tv.com/article/news/local/amanda-clearcreek-student-injured-in-fairfield-county-crash/530-c0fa9ae0-d2d0-454d-adb4-d8563335d65c,2020-09-03,Amanda-Clearcreek High School senior dies from injuries sustained in crash,"A 17-year-old Amanda-Clearcreek High School senior, Sophia Mazgay, has died from injuries sustained in a crash.",1,0,0,0,0
road accident,https://www.10tv.com/article/news/local/amanda-clearcreek-student-injured-in-fairfield-county-crash/530-c0fa9ae0-d2d0-454d-adb4-d8563335d65c,2020-09-03,Amanda-Clearcreek High School senior dies from injuries sustained in crash,"Mazgay was driving an SUV when she crashed with a dump truck on US-22 at Sand Hill Road on Wednesday around noon, the Fairfield County Sheriff's Office said.",0,0,1,1,1
road accident,https://www.10tv.com/article/news/local/amanda-clearcreek-student-injured-in-fairfield-county-crash/530-c0fa9ae0-d2d0-454d-adb4-d8563335d65c,2020-09-03,Amanda-Clearcreek High School senior dies from injuries sustained in crash,Mazgay was then flown to Grant Medical Center where she later died.,1,0,1,0,0
road accident,https://www.10tv.com/article/news/local/amanda-clearcreek-student-injured-in-fairfield-county-crash/530-c0fa9ae0-d2d0-454d-adb4-d8563335d65c,2020-09-03,Amanda-Clearcreek High School senior dies from injuries sustained in crash,She and the man driving the dump truck were both taken to Fairfield Medical Center.,0,1,1,0,0
typhoon,https://upnewsinfo.com/2020/09/03/at-least-1-person-killed-as-typhoon-maysak-lashes-waterlogged-koreas/,2020-09-03,At least 1 person killed as Typhoon Maysak lashes waterlogged Koreas,"At least one person was reported killed and thousands were temporarily without power as Typhoon Maysak smashed into the Korean peninsula on Thursday, bringing heavy rain and lashing winds to areas still recovering from Typhoon Bavi.",1,0,1,1,0
typhoon,https://upnewsinfo.com/2020/09/03/at-least-1-person-killed-as-typhoon-maysak-lashes-waterlogged-koreas/,2020-09-03,At least 1 person killed as Typhoon Maysak lashes waterlogged Koreas,"One person died when winds shattered a window in South Korea’s second-largest city of Busan, which bore the brunt of the storm’s 170 km/h winds, Yonhap reported.",1,0,1,0,0
typhoon,https://www.reuters.com/article/us-asia-storm-southkorea-northkorea/at-least-one-person-killed-as-typhoon-maysak-hits-waterlogged-koreas-idUSKBN25U043,2020-09-03,At least two people killed as Typhoon Maysak hits waterlogged Koreas,"Another man in the city was found dead, believed to have fallen from the roof of his house while repairing a leak, the agency reported.",1,0,0,0,0
typhoon,https://www.reuters.com/article/us-asia-storm-southkorea-northkorea/at-least-one-person-killed-as-typhoon-maysak-hits-waterlogged-koreas-idUSKBN25U043,2020-09-03,At least two people killed as Typhoon Maysak hits waterlogged Koreas,"At least two people were reported killed and thousands were temporarily without power as Typhoon Maysak smashed into the Korean peninsula on Thursday, bringing heavy rain and lashing winds to areas still recovering from Typhoon Bavi.",1,0,1,1,0
assault,https://www.washingtontimes.com/news/2020/sep/3/coralville-police-shoot-injure-man-who-pointed-gun/?utm_source=RSS_Feed&utm_medium=RSS,2020-09-03,"Coralville police shoot, injure man who pointed gun at them",Officers were called to a home Thursday afternoon to check on a possibly suicidal man.,0,0,0,1,1
assault,https://www.washingtontimes.com/news/2020/sep/3/coralville-police-shoot-injure-man-who-pointed-gun/?utm_source=RSS_Feed&utm_medium=RSS,2020-09-03,"Coralville police shoot, injure man who pointed gun at them","One officer fired two rounds, hitting the man, who was taken to an Iowa City hospital, Kron said.",0,1,1,1,1
assault,https://www.washingtontimes.com/news/2020/sep/3/coralville-police-shoot-injure-man-who-pointed-gun/?utm_source=RSS_Feed&utm_medium=RSS,2020-09-03,"Coralville police shoot, injure man who pointed gun at them","Police in Coralville shot and injured a man who pointed a gun at officers during a standoff Thursday, Police Chief Shane Kron said.",0,1,1,1,0
assault,https://www.washingtontimes.com/news/2020/sep/3/coralville-police-shoot-injure-man-who-pointed-gun/?utm_source=RSS_Feed&utm_medium=RSS,2020-09-03,"Coralville police shoot, injure man who pointed gun at them",The man’s condition was not available Thursday afternoon.,0,0,0,1,1
assault,https://www.wkbn.com/news/local-news/driver-reports-running-from-crashed-car-during-shooting-nearby-in-youngstown/,2020-09-03,Driver reports running from crashed car during shooting nearby in Youngstown,"About 10:20 p.m. Tuesday, police were called to Erie Street and Hilton Avenue for a car that was in an accident after officers received a gunshot sensor call in the area.",0,0,1,1,1
assault,https://www.mytwintiers.com/news-cat/local-news/elmira-man-injured-in-sr-17-truck-crash/,2020-09-03,Elmira man injured in SR 17 truck crash,"At approximately 4:34 a.m., New York State Police at Deposit responded to the report of an overturned refuse trailer.",0,0,1,0,1
assault,https://www.mytwintiers.com/news-cat/local-news/elmira-man-injured-in-sr-17-truck-crash/,2020-09-03,Elmira man injured in SR 17 truck crash,"Danny Robertshaw, 57, of Elmira, was transported to Wilson Hospital for evaluation after a truck crash early Thursday morning on State Route 17 in Deposit.",0,1,1,1,1
assault,https://www.pressconnects.com/story/news/public-safety/2020/09/03/endicott-shooting-east-main-street-antwan-goodman/5706513002/,2020-09-03,Endicott man charged in East Main Street shooting pleads guilty to gun charge,An Endicott man who was arrested in a June 2 shooting that stemmed from an argument pleaded guilty Wednesday and is expected to spend eight years in prison.,0,0,0,1,0
assault,https://www.pressconnects.com/story/news/public-safety/2020/09/03/endicott-shooting-east-main-street-antwan-goodman/5706513002/,2020-09-03,Endicott man charged in East Main Street shooting pleads guilty to gun charge,"Antwan D. Goodman, 43, shot a 26-year-old man the night of June 2 following a dispute earlier that same day while at 1703 E. Main St., which is near Roosevelt Avenue, in Endicott.",0,1,1,1,0
assault,https://www.villagenews.com/story/2020/09/03/news/five-injured-in-crash-involving-semi-two-other-vehicles-involved-on-i-15/63203.html,2020-09-03,"Five injured in crash involving semi, two other vehicles on I-15","A 72-year-old male from Riverside, who was driving the Toyota Tundra, sustained minor injuries.",0,1,1,0,0
assault,https://www.villagenews.com/story/2020/09/03/news/five-injured-in-crash-involving-semi-two-other-vehicles-involved-on-i-15/63203.html,2020-09-03,"Five injured in crash involving semi, two other vehicles on I-15","North County Fire said five people were taken to area hospitals after a semi-truck overturned on northbound Interstate 15 around 2:44 p.m. Thursday, Sept. 3 in a crash that involved two other vehicles in Fallbrook just south of Highway 76.",0,1,1,1,1
assault,https://www.villagenews.com/story/2020/09/03/news/five-injured-in-crash-involving-semi-two-other-vehicles-involved-on-i-15/63203.html,2020-09-03,"Five injured in crash involving semi, two other vehicles on I-15","The 45-year-old male from Temecula driving the Toyota Sienna, and both passengers, a 41-year-old female, and an 8-year-old female sustained minor pain injuries during the collision.",0,1,0,0,0
assault,https://www.villagenews.com/story/2020/09/03/news/five-injured-in-crash-involving-semi-two-other-vehicles-involved-on-i-15/63203.html,2020-09-03,"Five injured in crash involving semi, two other vehicles on I-15","The driver of the truck tractor and trailer, a 52-year-old male from Tucson, Arizona, suffered major, but not life-threatening injuries.",0,1,1,0,0
assault,https://metro.co.uk/2020/09/03/girl-3-dead-and-teen-fights-for-life-after-horror-crash-leaves-seven-injured-13219716/,2020-09-03,"Girl, 3, dead and teen fights for life after horror crash leaves seven injured","Another girl, 17, sustained life-threatening injuries and remains in hospital.",0,1,0,0,0
assault,https://metro.co.uk/2020/09/03/girl-3-dead-and-teen-fights-for-life-after-horror-crash-leaves-seven-injured-13219716/,2020-09-03,"Girl, 3, dead and teen fights for life after horror crash leaves seven injured",A three-year-old girl has died and a teenager is fighting for life after a horror crash in County Durham.,1,1,1,0,0
assault,https://metro.co.uk/2020/09/03/girl-3-dead-and-teen-fights-for-life-after-horror-crash-leaves-seven-injured-13219716/,2020-09-03,"Girl, 3, dead and teen fights for life after horror crash leaves seven injured",Seven people were injured in the crash in County Durham ,0,1,1,0,0
assault,https://metro.co.uk/2020/09/03/girl-3-dead-and-teen-fights-for-life-after-horror-crash-leaves-seven-injured-13219716/,2020-09-03,"Girl, 3, dead and teen fights for life after horror crash leaves seven injured","Seven people were injured in the crash, which happened at about 2.30pm on the Coast Road in Horden on Wednesday.",0,1,1,1,1
assault,https://metro.co.uk/2020/09/03/girl-3-dead-and-teen-fights-for-life-after-horror-crash-leaves-seven-injured-13219716/,2020-09-03,"Girl, 3, dead and teen fights for life after horror crash leaves seven injured","The little girl, who was a passenger in the Peugeot, was rushed to hospital but medics could not save her.",1,0,0,0,0
assault,https://www.mirror.co.uk/news/uk-news/breaking-girl-3-killed-teen-22624820,2020-09-03,"Girl, 3, killed and teen fights for life as horror crash puts 7 in hospital",A 17-year-old girl who suffered life-threatening injuries remains in hospital.,0,1,0,0,0
assault,https://www.mirror.co.uk/news/uk-news/breaking-girl-3-killed-teen-22624820,2020-09-03,"Girl, 3, killed and teen fights for life as horror crash puts 7 in hospital",A car and a van collided on the A1086 Coast Road between the villages of Horden and Blackhall Colliery.,0,0,1,0,0
assault,https://www.mirror.co.uk/news/uk-news/breaking-girl-3-killed-teen-22624820,2020-09-03,"Girl, 3, killed and teen fights for life as horror crash puts 7 in hospital",A three-year-old girl has died after being fatally injured in a crash in County Durham.,0,1,1,0,0
assault,https://www.mirror.co.uk/news/uk-news/breaking-girl-3-killed-teen-22624820,2020-09-03,"Girl, 3, killed and teen fights for life as horror crash puts 7 in hospital","The crash, in which seven people were injured, happened at about 2.30pm today.",0,1,0,1,1
assault,https://www.mirror.co.uk/news/uk-news/breaking-girl-3-killed-teen-22624820,2020-09-03,"Girl, 3, killed and teen fights for life as horror crash puts 7 in hospital",The driver of the van was taken to hospital with minor injuries.,0,1,0,0,0
assault,https://www.mirror.co.uk/news/uk-news/breaking-girl-3-killed-teen-22624820,2020-09-03,"Girl, 3, killed and teen fights for life as horror crash puts 7 in hospital","The little girl, who was a passenger in the Peugeot, was later pronounced dead at hospital, Chronicle Live reports.",1,0,0,0,0
hurricane,https://www.dailystar.co.uk/news/latest-news/girl-8-killed-falling-storm-22620993,2020-09-03,"Girl, 8, killed by falling Storm Ellen tree as sister left needing brain surgery","Her younger sister, Isla, was left with terrible injuries after the tree crashed on top of the little girls, and was airlifted to Kings College Hospital.",0,1,1,0,0
hurricane,https://www.dailystar.co.uk/news/latest-news/girl-8-killed-falling-storm-22620993,2020-09-03,"Girl, 8, killed by falling Storm Ellen tree as sister left needing brain surgery",Little Maisy Mayne died when the branch fell on her during the vicious storm on August 21.,1,0,0,1,0
hurricane,https://www.dailystar.co.uk/news/latest-news/girl-8-killed-falling-storm-22620993,2020-09-03,"Girl, 8, killed by falling Storm Ellen tree as sister left needing brain surgery",A young girl was killed by a falling tree branch in Storm Ellen in a tragedy which has left her sister needing life-changing brain surgery.,1,1,0,0,0
hurricane,https://www.dailystar.co.uk/news/latest-news/girl-8-killed-falling-storm-22620993,2020-09-03,"Girl, 8, killed by falling Storm Ellen tree as sister left needing brain surgery",The eight-year-old was walking along a footpath with her little sister in Kent when she was fatally struck by the tree and suffered traumatic head injuries.,1,0,1,0,0
hurricane,https://www.dailystar.co.uk/news/latest-news/girl-8-killed-falling-storm-22620993,2020-09-03,"Girl, 8, killed by falling Storm Ellen tree as sister left needing brain surgery","The police revealed she suffered serious injuries, reports Kent Live.",0,1,0,0,0
assault,https://www.eastbaytimes.com/2020/09/03/gunfire-in-santa-ana-leaves-at-least-3-injured/,2020-09-03,Gunfire at Southern California luxury high-rise apartment building leaves 3 injured,"Gunfire at a luxury high-rise apartment building in Santa Ana left three people wounded Wednesday, Sept. 2.",0,1,1,1,0
